Campo;Descripcion
M42D;Durante_su_embarazo_en_alguno_de_sus_controles:_Le_hicieron_examen_de_orina
M42B;Durante_su_embarazo_en_alguno_de_sus_controles:_Le_midieron_la_barriga
M42C;Durante_su_embarazo_en_alguno_de_sus_controles:_Le_tomaron_le_presión_arterial
M42E;Durante_su_embarazo_Le_hicieron_examen_de_sangre
HV105;Edad
B6;Edad_a_la_muerte
B7;Edad_a_la_muerte_(meses_imputados)
MM3;Edad_actual_de_su_hermana(o)
B8;Edad_actual_del_niño
V012;Edad_actual_entrevistada
V013;Edad_actual_por_grupos_de_5_años
V511;Edad_al_primer_matrimonio
V834C;Edad_de_la_antepenúltima_pareja_sexual
HA1;Edad_de_la_mujer_en_años
V834B;Edad_de_la_penúltima_pareja_sexual
V830;Edad_de_la_primera_pareja_sexual
V834A;Edad_de_la_última_pareja_sexual
V447A;Edad_de_mujer_en_años_del_reporte_de_hogar
V212;Edad_del_entrevistado_al_primer_nacimiento
V730;Edad_del_esposo/compañero
MM7;Edad_del_hermano(a)_al_morir
HV220;Edad_del_jefe_de_hogar
V152;Edad_del_jefe_del_hogar
V320;Edad_en_la_esterilización
D126;Edad_en_la_primera_actividad_sexual_forzada
V525;Edad_en_la_primera_relación_sexual
V531;Edad_en_la_primera_relación_sexual_(imp)
HC1;Edad_en_meses
QS802D;Edad_niño/niña
QS203C;Edad_que_empezó_a_fumar_diariamente
QS203U;Edad_que_empezó_a_fumar_diariamente_-_Unidad
V031;Editor_de_campo
V032;Editor_de_la_oficina
V715;Educación_en_años_individuales_del_esposo/compañero
V133;Educación_en_años_simples
SH42;El_abastecimiento_de_agua_para_beber_está_disponible_todo_el_día
HV237B;El_agua_usualmente_es_tratada_por:_añadir_lejía_o_cloro
HV237G;El_agua_usualmente_es_tratada_por:_CS_-_agua_embotellada
HV237H;El_agua_usualmente_es_tratada_por:_CS-HV237H
HV237I;El_agua_usualmente_es_tratada_por:_CS-HV237I
HV237J;El_agua_usualmente_es_tratada_por:_CS-HV237J
HV237K;El_agua_usualmente_es_tratada_por:_CS-HV237K
HV237F;El_agua_usualmente_es_tratada_por:_dejar_reposar_y_asentarse
HV237E;El_agua_usualmente_es_tratada_por:_desinfección_solar
HV237C;El_agua_usualmente_es_tratada_por:_filtro_a_través_de_un_paño
HV237A;El_agua_usualmente_es_tratada_por:_hervida
HV237Z;El_agua_usualmente_es_tratada_por:_no_sabe
HV237X;El_agua_usualmente_es_tratada_por:_otros
HV237D;El_agua_usualmente_es_tratada_por:_uso_de_agua_filtrada
V702;El_año/grado_más_alto_de_educación_aprobado
HC62;El_año_más_alto_de_educación_de_la_madre
HA67;El_año_más_alto_de_educación_de_la_mujer
S466AA;El_control_de_crecimiento_y_desarrollo_lo_realizó:_doctor
S466AC;El_control_de_crecimiento_y_desarrollo_lo_realizó:_enfermera
S466AB;El_control_de_crecimiento_y_desarrollo_lo_realizó:_obstetra
S466AX;El_control_de_crecimiento_y_desarrollo_lo_realizó:_otro
S466AE;El_control_de_crecimiento_y_desarrollo_lo_realizó:_promotor_de_salud
S466AD;El_control_de_crecimiento_y_desarrollo_lo_realizó:_técnico_en_enfermería
V415;El_día_de_ayer_o_anoche_tomó_algo_en_biberón
M39;El_día_de_ayer_o_durante_el_dìa_o_la_noche_cuantas_veces_le_dio_comida_sólidas_o_semisólidas
M38;El_día_de_ayer_o_noche_tomó_algo_en_biberón
V225;El_embarazo_actual_es_deseado
SH69;El_hogar_compra_combustible_para_cocinar?
HV240;El_hogar_tiene_una_chimenea_o_una_campana
V026;El_lugar_de_residencia_en_el_que_se_entrevistó_-_De_Facto
V134;El_lugar_en_el_que_se_realizó_la_entrevista__De-facto
S325A;El_método_actual_es_el_que_quería
B0;El_nacimiento_fue_parto_ùnico_o_mùltiple
S432;El_niño_está_afiliado_al_Seguro_Integral_de_Salud
B5;El_niño_está_vivo
S430C;El_niño_fue_inscrito_en_la_municipalidad/Oficina_Registral_de_la_RENIEC
HA66;El_nivel_educativo_más_alto_aprobado_de_la_mujer
HC61;El_nivel_educativo_más_alto_de_la_madre
V740;El_terreno_donde_trabaja_es:
S108Y;El_último_año_de_educación_aprobado
S108G;El_último_grado_de_educación_aprobado
HV117;Elegibilidad_para_entrevista_individual_de_mujeres
V465;Eliminación_de_las_heces_de_su_niña(o)_cuando_no_usa_el_baño
QI478H3;Ella_(él)_entiende_palabras_que_indican_la_posición_de_las_cosas_como_dentro_y_fuera_o_encima_y_debajo
QI478H6;Ella_(él)_imita_lo_que_hace_una_persona_o_personaje_cuando_esta(este)_no_se_encuentra_presente
QI478I3;Ella_(él)_juega_a_ser_un_personaje_de_televisión,_o_de_cuentos_como_superhéroes,_princesas,_el_lobo_feroz_o_un_animalito
QI478J1;Ella_(él)_Juega_de_mentirita,_es_decir_juega_con_cosas_que_no_tiene_en_ese_momento}
QI478H7;Ella_(él)_le_habla_a_sus_muñecos_o_juguetes
QI478H9;Ella_(él)_llora,_grita_o_hace_pataleta_la_mayor_parte_del_tiempo
QI478I5;Ella_(él)_Llora,_grita_o_hace_pataletas__la_mayor_parte_del_tiempo
QI478J5;Ella_(él)_Llora,_grita_o_hace_pataletas_la_mayor_parte_del_tiempo
QI478G1;Ella_(él)_Nombra_las_partes_de_su_cuerpo
V239;Embarazos_que_terminaron_en_pérdida,_aborto_o_nacido_muerto_antes_del_comienzo_del_calendario
S411F;En_alguno_de_sus_controles:_Escucharon_los_latidos_del_corazón_del_bebé
S411L;En_alguno_de_sus_controles:_Le_enseñaron_como_darle_el_pecho_a_su_bebe
S411K;En_alguno_de_sus_controles:_Le_enseñaron_como_preparar_pezones_para_lactancia_materna
S411H;En_alguno_de_sus_controles:_Le_hicieron_la_prueba_para_descartar_de_VIH/SIDA
QI411_M;En_alguno_de_sus_controles:_le_hicieron_la_prueba_para_descartar_Hepatitis_B
S411G;En_alguno_de_sus_controles:_Le_hicieron_la_prueba_para_descartar_Sífilis
S411I;En_alguno_de_sus_controles:_Le_informaron_como_alimentarse
S411J;En_alguno_de_sus_controles:_Le_informaron_sobre_sus_derechos
S411B;En_alguno_de_sus_controles:_Le_midieron_la_barriga
QI478H8_A;En_casa_ella_(él)_tiene:_materiales_especialmente_hechos_para_jugar_como_una_pelota_o_una_muñeca
QI478H8_B;En_casa_tella_(él)_tiene_otros_materiales_con_los_que_puede_jugar_como_bloques,_palitos,_botellas,_lápices_o_algún_tipo_de_papel
V395;En_el_centro_de_salud,_se_le_informó_acerca_de_métodos__planificación_familiar
S431A;En_el_establecimiento_de_salud_le_dieron_algo_en_biberón_al_bebe_después_del_nacimiento
QI478F2_C;En_el_lugar_donde_generalmente_juega:_El_lugar_donde_normalmente_juega,_está_cerca_de_desperdicios_o_basura_como_restos_de_alimentos
QI478F2_D;En_el_lugar_donde_generalmente_juega:_En_ese_lugar_hay_elementos_tóxicos_como_detergentes,_insecticidas_al_alcance_de_ella/él
QI478F2_E;En_el_lugar_donde_generalmente_juega:_Está_fuera_de_la_casa_y_cerca_de_pistas,_carreteras,_acequias_o_abismos
QI478F2_B;En_el_lugar_donde_generalmente_juega:_Hay_objetos_con_los_que_se_puede_cortar
QI478F2_A;En_el_lugar_donde_generalmente_juega:_Hay_objetos_pesados_que_le_pueden_caer_encima
QI478E2;En_el_lugar_en_el_cual_pasa_mayor_tiempo,_Tiene_un_espacio_sin_objetos_en_el_que_pueda_desplazarse/caminar_libremente
V761C;En_la_última_relación_sexual_usaron_condón_(antepenúltima_pareja)
V761B;En_la_última_relación_sexual_usaron_condón_(penúltima_pareja)
V761;En_la_última_relación_sexual_usaron_condón_(última_pareja)
HA35;En_las_últimas_24_horas_cuantos_cigarrillos_fumó_Ud.
QS200;En_los__últimos_12_meses_ha_fumado_cigarrillos
V763A;En_los_últimos_12_meses,_le_han_diagnosticado_alguna_ETS
QS806;En_los_últimos_12_meses,_recibio_información_sobre_cuidado_e_higiene_bucal_de_las_niñas_y_niños_de_una_persona_o_medio_de_comunicación
QS209;En_los_últimos_12_meses,_tomó_bebidas_alcohólicas_12_o_más_días
QS704PRV;En_los_últimos_12_meses,_uno_de_los_momentos_que_tuvo_estas_molestias_o__problemas_cuando_fue:
S1008DN;En_los_últimos_12_meses_como_resultado_de_algo_que_su_esposo/compañero_le_hizo,_Ud._tuvo:__que_ir_al_curandero,_huesero_u_otra_persona
S1008BN;En_los_últimos_12_meses_como_resultado_de_algo_que_su_esposo/compañero_le_hizo,_Ud._tuvo:_herida_o_lesión,_huesos_y_dientes_rotos,_quemaduras
S1008AN;En_los_últimos_12_meses_como_resultado_de_algo_que_su_esposo/compañero_le_hizo,_Ud._tuvo:_moretones_y/o_dolores
S1008CN;En_los_últimos_12_meses_como_resultado_de_algo_que_su_esposo/compañero_le_hizo,_Ud._tuvo:_que_ir_al_médico_o_centro_de_salud
QI1003FN;En_los_últimos_12_meses_con_qué_frecuencia:_desconfía_de_Ud._con_el_dinero
QI1003EN;En_los_últimos_12_meses_con_qué_frecuencia:_insiste_en_saber_a_qué_lugares_va
QI1003BN;En_los_últimos_12_meses_con_qué_frecuencia:_la_acusa_de_ser_infiel
QI1003CN;En_los_últimos_12_meses_con_qué_frecuencia:_le_impide_visitas_de_amistades
QI1003DN;En_los_últimos_12_meses_con_qué_frecuencia:_limita_visitas/contacto_Con_familiares
QI1003AN;En_los_últimos_12_meses_con_qué_frecuencia:_su_esposo_se_pone_celoso
QI1014_PN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Amiga/conocida
QI1014_QN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Amigo/conocido
QI1014_SN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Empleador(a)
QI1014_IN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Ex-esposo/ex-compañero
QI1014_TN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Extraño(a)
QI1014_EN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Hermana
QI1014_FN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Hermano
QI1014_RN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Maestro(a)/profesor(a)
QI1014_XN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Otra_persona
QI1014_LN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Otro_familiar_femenino_del_esposo
QI1014_NN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Otro_pariente_femenino
QI1014_ON;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Otro_pariente_masculino
QI1014_DN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Padrastro
QI1014_BN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Padre
QI1014_JN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Suegra
QI1014_KN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:__Suegro
QI1014_GN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:_Hija
QI1014_HN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:_Hijo
QI1014_CN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:_Madrastra
QI1014_AN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:_Madre
QI1014_MN;En_los_últimos_12_meses_con_que_frecuencia_la_ha_maltratado:_Otro_familiar_masculino_del_esposo
S1012BN;En_los_últimos_12_meses_con_qué_frecuencia_su_esposo/compañero_la_ha_agredido_o_golpeado_bajo_los_efectos_de_licor_o_drogas
QS308;En_los_últimos_12_meses_dificultad_ver_imagen_o_texto_brazo_extendido
QI1020_QN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Amiga/conocida
QI1020_RN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Amigo/conocido
QI1020_TN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Empleador(a)
QI1020_JN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Ex-esposo/ex-compañero
QI1020_UN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Extraño(a)
QI1020_FN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Hermana
QI1020_GN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Hermano
QI1020_HN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Hija
QI1020_IN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Hijo
QI1020_DN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Madrastra
QI1020_SN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Maestro(a)/profesor(a)
QI1020_XN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Otra
QI1020_MN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Otro_familiar_femenino_del_esposo
QI1020_NN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Otro_familiar_masculino_del_esposo
QI1020_ON;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Otro_pariente_femenino
QI1020_PN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Otro_pariente_masculino
QI1020_EN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Padrastro
QI1020_CN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Padre
QI1020_KN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Suegra
QI1020_LN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:__Suegro
QI1020_AN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:_Actual_(último)_esposo/compañero
QI1020_BN;En_los_últimos_12_meses_estando_embarzada_con_que_frecuencia_la_ha_maltratado_de_esa_manera:_Madre
QS208;En_los_últimos_12_meses_ha_consumido_alguna_bebida_alcohólica
V394;En_los_últimos_12_meses_ha_tenido_alguna_consulta_de_salud
QS306;En_los_últimos_12_meses_ha_tenido_dificultad_para_ver_o_reconocer_a_una_distancia_aproximada_de_6_metros
QS707;En_los_últimos_12_meses_recibió_tratamiento_de_algún_profesional_de_salud_por_depresión,_tristeza,_desánimo,_falta_de_interés_o_irritabilidad
QS603;En_los_últimos_12_meses_se_ha_hecho_una_prueba_de_SIDA_(VIH)
H11;En_los_últimos_14_dìas,_ha_tenido_diarrea_la_niña(o)
QI478H12;En_los_ùltimos_15_dìas,_cuántas_veces_Ud._le_ha_dado_un_palmazo,_le_ha_jalado_de_los_cabellos_o_la_oreja_o_le_ha_golpeado_con_un_objeto_en_cualquier_parte_de_su_cuerpo_a_ella_(él)_de_1_a_3_veces,_de_4_a_6_veces_o_más_de_6_veces
QS835;En_los_últimos_30_días,_cuántas_veces_la_niña(o)_fue_golpeado(a)_por_otro_estudiante
QS834;En_los_últimos_30_días,_cuántas_veces_la_niña(o)_fue_golpeado_por_un_profesor(a)
QS833;En_los_últimos_30_días,_la_niña(o)_asistió_a_la_escuela_o_colegio
QS309;En_los_últimos_30_días_continúa_con_esa_dificultad
QS307;En_los_últimos_30_días_continúa_con_la_dificultad
QS210;En_los_últimos_30_días_ha_consumido_bebidas_alcohólicas
QS201;En_los_últimos_30_días_ha_fumado_cigarrillos
S465ED;En_los_Últimos_7_día_tomo_hierro_en_otra_presentación
V230;En_qué_año_ocurrió_el_último_de_estos_embarazos
V774A;En_qué_etapa_la_madre_con_SIDA_podría_infectar_a_su_hija(o):_Durante_el_embarazo
V774B;En_qué_etapa_la_madre_con_SIDA_podría_infectar_a_su_hija(o):_Durante_el_parto
V774C;En_qué_etapa_la_madre_con_SIDA_podría_infectar_a_su_hija(o):_Durante_la_lactancia
S806AX;En_que_etapa_puede_ser_transmitido_el_VIH_de_la_madre_al_hijo:_otro
S806AZ;En_que_etapa_puede_ser_transmitido_el_VIHI_de_la_madre_al_hijo:_No_sabe
S442;En_qué_lugar_recibió_capacitación_sobre_lactancia_materna
V229;En_qué_mes_ocurrió_el_último_de_estos_embarazos
V123;En_su_hogar_tiene:_bicicleta
V125;En_su_hogar_tiene:_coche/camión
V124;En_su_hogar_tiene:_motocicleta/motocar
V120;En_su_hogar_tiene:_radio
V122;En_su_hogar_tiene:_refrigerador
V153;En_su_hogar_tiene:_teléfono
V121;En_su_hogar_tiene:_televisión
V119;En_su_hogar_tiene_electricidad
V820;En_su_primera_relación_sexual_usaron_condón
S1002B;En_última/actual_relación_su_esposo/compañero:_paso_tiempo_libre_con_usted
S1002E;En_última/actual_relación_su_esposo/compañero:_respetó_sus_derechos
S1002D;En_última/actual_relación_su_esposo/compañero:_respetó_sus_deseos
S1002A;En_última/actual_relación_su_esposo/compañero:_se_mostró_tierno/cariñoso
S1002C;En_última/actual_relación_su_esposo/compañero:_tomo_en_cuenta_su_opinión
QI478E4;Entiende_cuando_Ud._le_dice_NO_aunque_no_le_haga_caso
QI478E5;"Entiende_una_orden_sencilla_como_por_ejemplo_""dame""_o_""toma"""
Q465EC_A9;Entrega_de_multimicronutrientes
D122C;Entrevista_interrumpida_por_presencia_de_otra_mujer_adulta
D122B;Entrevista_interrumpida_por_presencia_de_otro_hombre_adulto
D122A;Entrevista_interrumpida_por_presencia_del_esposo/compañero
S425A;Entrevistada_era_miembro_del_seguro_de_salud_materna
SHEQUIPO;Equipo_de_trabajo_de_campo
QULT5;Es_un_nacimiento_en_ultimos_5_años
V474;Escuchó_sobre_la_Tuberculosis_o_TBC
V822;Esposa_justifica_pedirle_al_esposo_que_use_condón_si_tiene_una_ETS
S471;Está_aun_con_fiebre_o_tos
V744B;Está_de_acuerdo_si_golpea_a_su_esposa:_si_descuida_a_los_niños.
V744C;Está_de_acuerdo_si_golpea_a_su_esposa:_si_ella_discute_con_él
V744E;Está_de_acuerdo_si_golpea_a_su_esposa:_si_ella_quema_la_comida
V744D;Está_de_acuerdo_si_golpea_a_su_esposa:_si_ella_se_niega_a_tener_relaciones_sexuales_con_él
V744A;Está_de_acuerdo_si_golpea_a_su_esposa:_si_sale_sin_decirle
HW58;Está_de_acuerdocon_enviar_los_datos_a_un_especialista
QS824;Está_usando_lentes_o_anteojos_para_mejorar_su_problema_de_visión_de_la_niña(o)
HA60;Estado_civil
V501;Estado_civil_actual
MM5;Estado_civil_del_hermano(a)
MM2;Estado_de_supervivencia_de_su_hermana(o)
V778;Estaría_dispuesta_a_cuidar_a_familiares_con_SIDA
QS702;Estas_molestias_o_problema,_cuanto_le_han_dificultado_para_realizar_su_trabajo,_sus_actividades_en_la_casa_o_llevarse_bien_con_otras_personas,_mucho,_poco_o_nada
HV022;Estrato
V022;Estratos
HV217;Estructura_de_relaciones_en_el_hogar_(composición_de_los_hogares)
Q1040G;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_amenazó_con_un_cuchillo,_pistola_u_otro_tipo_de_arma
Q1040F;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_atacó_o_agredió_con_un_cuchillo,_pistola_y_otro_tipo_de_arma
Q1040A;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_empujó,_sacudió_o_le_tiró_algo
Q1040C;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_golpeo_con_puño_o_con_algo_que_pudo_hacerle_daño
Q1040D;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_ha_pateado_o_arrastrado
Q1040I;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_la_obligó_a_realizar_actos_sexuales_que_Ud._no_aprueba
Q1040X;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_Otro
Q1040E;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_trató_de_estrangularla_o_quemarla
Q1040H;Estuvo_presente_el_niño(a)_cuando_su_(último)_esposo/compañero:_utilizó_la_fuerza_física_para_obligarla_a_tener_relaciones_sexuales_aunque_usted_no_querìa
V131;Etnicidad
V843;Examinada_de_SIDA_desde_prueba_como_parte_de_la_visita_prenatal
B10;Exhaustividad_de_la_información
D106;Experimentó_cualquier_violencia_menos_severa_(D105_A,_B,_C_o_D)
D107;Experimentó_cualquier_violencia_severa_(D105_E,_F_o_G)
D108;Experimentó_cualquier_violencia_sexual_(D105_H_o_I)
V623;Exposición
V625;Exposición_(definición_2)
V005;Factor_de_ponderacion
HV005;Factor_de_ponderación
HV005X;Factor_de_ponderación_2015
HV005A;Factor_de_ponderación_2020
FP;Factor_de_ponderación_consolidado
HV271;Factor_de_puntuación_del_índice_de_riqueza_(5_decimales)
V191;Factor_de_puntuación_del_índice_de_riqueza_(5_decimales)_V191
PESOMEN12;Factor_ponderado
AWFACTE;Factor_todas_las_mujeres_educación
AWFACTW;Factor_todas_las_mujeres_índice_de_riqueza
AWFACTR;Factor_todas_las_mujeres_regional
AWFACTT;Factor_todas_las_mujeres_total
AWFACTU;Factor_todas_las_mujeres_urbano/rural
BCMC;Fecha_apertura,_Codificación_centenaria_de_meses_(cmc)
BAA;Fecha_apertura_historia_de_nacimiento:_año
BDD;Fecha_apertura_historia_de_nacimiento:_día
BMM;Fecha_apertura_historia_de_nacimiento:_mes
V317;Fecha_de_inicio_del_uso_del_método,_Codificación_centenaria_de_meses_(CMC)
V008;Fecha_de_la_entrevista,_Codificación_centenaria_de_meses_(CMC)
V509;Fecha_del_primer_matrimonio_(CMC)
V211;Fecha_del_primer_nacimiento,_Codificación_centenaria_de_meses_(CMC)
QSFIN;FINAL
QFIN;Final_de_Entrevista_del_Informante
V158;Frecuencia_de_escuchar_radio
V157;Frecuencia_de_lectura_de_un_periódico_o_revista
S621A;Frecuencia_de_los_últimos_12_meses_habló_con_su_esposo_acerca_de_planificación_familiar
V159;Frecuencia_de_ver_televisión
V3A03;Fue_informada_por_un_trabajador_o_promotor_de_salud/farmacéutico_sobre_los_efectos_secundarios_que_podría_tener_con_ese_método
V3A06;Fue_informada_por_un_trabajador_o_promotor_de_salud_acerca_de_otros_métodos_de_planificación_familiar_que_usted_podría_usar
V379;Fuente_conocida_por_cualquier_método
V380;Fuente_conocida_por_cualquier_método_(Grupos)
V3A00U;Fuente_de_PF_para_no_usuarios:_amigo,_pariente
V3A00H;Fuente_de_PF_para_no_usuarios:_centro/puesto_ESSALUD
V3A00B;Fuente_de_PF_para_no_usuarios:_centro_de_salud_MINSA
V3A00O;Fuente_de_PF_para_no_usuarios:_clínica/FP_puesto_ONG
V3A00C;Fuente_de_PF_para_no_usuarios:_clínica_FP
V3A00D;Fuente_de_PF_para_no_usuarios:_clínica_móvil
V3A00M;Fuente_de_PF_para_no_usuarios:_clínica_móvil_privada
V3A00Q;Fuente_de_PF_para_no_usuarios:_CS_medico_sector_privado
V3A00Z;Fuente_de_PF_para_no_usuarios:_cualquier_fuente
V3A00K;Fuente_de_PF_para_no_usuarios:_farmacia_privada
V3A00J;Fuente_de_PF_para_no_usuarios:_hosp/clin_privado
V3A00G;Fuente_de_PF_para_no_usuarios:_hospital_ESSALUD
V3A00A;Fuente_de_PF_para_no_usuarios:_hospital_MINSA
V3A00T;Fuente_de_PF_para_no_usuarios:_iglesia
V3A00L;Fuente_de_PF_para_no_usuarios:_médico_privado
V3A00P;Fuente_de_PF_para_no_usuarios:_ONG_de_trabajadores_de_salud
V3A00X;Fuente_de_PF_para_no_usuarios:_Otro
V3A00R;Fuente_de_PF_para_no_usuarios:_otro_medico_sector_privado
V3A00I;Fuente_de_PF_para_no_usuarios:_otro_sector_público
V3A00F;Fuente_de_PF_para_no_usuarios:_puesto_de_salud_MINSA
V3A00Y;Fuente_de_PF_para_no_usuarios:_sin_fuente
V3A00S;Fuente_de_PF_para_no_usuarios:_Tienda
V3A00N;Fuente_de_PF_para_no_usuarios:_trabajador_de_campo
V3A00E;Fuente_de_PF_para_no_usuarios:_trabajador_de_campo_MINSA
V762BZ;Fuente_para_condones_femeninos:_No_sabe_fuente_del_condón
V479;Fuente_para_inyección_por_el_trabajador_de_salud
V326;Fuente_para_obtener_el_actual_método_anticonceptivo
V327;Fuente_para_obtener_el_actual_método_anticonceptivo_(Grupos)
V113;Fuente_principal_de_abasteciemiento_de_agua_potable_para_beber
HV202;Fuente_principal_de_abastecimiento_de_agua_en_su_hogar
V463A;Fuma_cigarrillos
QS202;Fuma_diariamente
V463X;Fuma_otro
V746;Gana_más,_menos_o_igual_de_lo_que_gana_su_esposo/compañero
RECH_ID_Niño_nac;Generado_para__unir_la_info_del_niño_en_función_y_la_madre
ID_Madre;Generado_para_poder_unir_la_información_de_la_madre
ID_Responsable;Generado_para_poder_unir_la_información_del_apoderado_del_niño
QI478E9;Generalmente_es_impaciente,_protesta_e_insiste_a_menos_que_Ud._haga_lo_que_ella_(él)_quiere
QS25G;Grado_de_estudios
QS25AG;Grado_o_año
HA50;Grupos_de_mujeres_de_12_a_49_años_de_edad
V705;Grupos_de_ocupación_del_esposo/compañero_estandarizados
V717;Grupos_de_ocupación_estandarizados_de_la_encuestada
V476;Guardaría_en_secreto_si_un_familiar_tuviera_TBC
H12V;H12V-Busco_tratamiento_para_la_diarrea:_CS_oth.priv_sector
H12W;H12W-Busco_tratamiento_para_la_diarrea:_CS_oth.priv_sector
H15K;H15K-Que_más_le_dieron_para_tratar_la_diarrea:_CS
H15L;H15L-Que_más_le_dieron_para_tratar_la_diarrea:_CS
H15M;H15M-Que_más_le_dieron_para_tratar_la_diarrea:_CS
H32V;H32V-Dónde_buscó_tratamiento_para_la_Fiebre/tos:_CS_Otros
H32W;H32W-Dónde_buscó_tratamiento_para_la_Fiebre/tos:_CS_Otros
QS111;Ha_comprado_medicamentos_para_controlar_la_diabetes_o_azúcar_alta
QS206;Ha_consumido_alguna_vez_bebidas_alcohólicas
V535;Ha_estado_casada_o_ha_convivido
S327B;Ha_ido_a_consulta_de_control_de_DIU/IMPLANTES
V384C;Ha_leído_mensajes_de_Planificación_Familiar_en:_el_periódico_los_12_últimos_meses
V837;Ha_oído_de_drogas_para_ayudar_a_las_personas_infectadas_a_vivir_más_tiempo
QS403;Ha_oído_del_virus_papiloma_humano
QS402;Ha_oído_hablar_de_cáncer_cuello_uterino/cervical
QS601A;Ha_oído_hablar_de_infección_por_VIH
QS29B;Ha_oído_hablar_de_la_enfermedad_llamada_SIDA
V416;Ha_oído_hablar_de_las_Sales_de_Rehidratación_Oral/Bolsa_salvadora_o_del_frutiflex,_electrolite_u_otro_similar
V785;Ha_oído_hablar_de_otras_enfermedades_de_transmisión_sexual
V384A;Ha_oído_mensajes_de_Planificación_Familiar_en:_la_radio_los_12_últimos_meses
V384B;Ha_oído_mensajes_de_Planificación_Familiar_en:_la_televisión_los_12_últimos_meses
H22;Ha_tenido_fiebre_en_las_últimas_dos_semanas
V234;Ha_tenido_otros_embarazos_que_terminaron_en_pérdida_o_aborto
S818;Ha_tenido_relaciones_sexuales_por_dinero_en_los_últimos_12_meses
